doc_id,hotel_name,hotel_url,street,city,state,country,zip,class,price,num_reviews,CLEANLINESS,ROOM,SERVICE,LOCATION,VALUE,COMFORT,overall_ratingsource
usa_nevada_las-vegas_homestead_studio_suites_las_vegas_midtown,homestead studio suites las vegas midtown,http://www.tripadvisor.com/ShowUserReviews-g45963-d121308-r45524096-Homestead_Studio_Suites_Las_Vegas_Midtown-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,13,2.8333333333,3.1666666667,2.6666666667,3.6666666667,3,0,3.0666666667
usa_nevada_las-vegas_siegel_suites,siegel suites,http://www.tripadvisor.com/ShowUserReviews-g45963-d1547073-r45231853-Siegel_Suites-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,-1,-1,-1,1,4,4,4,5,4,0,4.2
usa_nevada_las-vegas_tropicana_resort_and_casino,tropicana resort and casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d97730-r50308031-Tropicana_Resort_and_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,363,2.6644518272,2.5282392027,3.0664451827,3.926910299,3.073089701,0,3.0518272425
usa_nevada_las-vegas_boardwalk_hotel_and_casino,boardwalk hotel and casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d1203674-r32646369-Boardwalk_Hotel_and_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,-1,0,0,0,0,0,0,-1
usa_nevada_las-vegas_regency_motel,regency motel,http://www.tripadvisor.com/ShowUserReviews-g45963-d603860-r13718802-Regency_Motel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,2,4.5,4,4,3.5,4,0,4
usa_nevada_las-vegas_courtyard_by_marriott_las_vegas_summerlin,courtyard by marriott las vegas summerlin,http://www.tripadvisor.com/ShowUserReviews-g45963-d91785-r17271611-Courtyard_by_Marriott_Las_Vegas_Summerlin-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89108,-1,-1,11,3.75,3.75,3.75,3.5,3.75,0,3.7
usa_nevada_las-vegas_lady_luck_casino_hotel,lady luck casino hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d672513-r3910360-Lady_Luck_Casino_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,1,3,3,3,3,3,0,3
usa_nevada_las-vegas_best_western_parkview_inn,best western parkview inn,http://www.tripadvisor.com/ShowUserReviews-g45963-d91728-r10048968-Best_Western_Parkview_Inn-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,6,4,3.6,4.2,2.8,4,0,3.72
usa_nevada_las-vegas_jerry_s_nugget,jerry s nugget,http://www.tripadvisor.com/ShowUserReviews-g45963-d121327-r23328262-Jerry_s_Nugget-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,6,0,0,0,0,0,0,-1
usa_nevada_las-vegas_somerset_house_motel,somerset house motel,http://www.tripadvisor.com/ShowUserReviews-g45963-d91936-r47783017-Somerset_House_Motel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,40,3.9,3.5,3.9,4.5,4,0,3.96
usa_nevada_las-vegas_plaza_hotel_casino,plaza hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d97815-r50511766-Plaza_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,365,2.6464088398,2.3867403315,2.7845303867,3.7403314917,3.0110497238,0,2.9138121547
usa_nevada_las-vegas_highland_inn_motel,highland inn motel,http://www.tripadvisor.com/ShowUserReviews-g45963-d1016379-r14603751-Highland_Inn_Motel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89139,-1,-1,1,3,3,3,4,4,0,3.4
usa_nevada_las-vegas_holiday_inn_express_the_lakes_las_vegas,holiday inn express the lakes las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d91853-r34378350-Holiday_Inn_Express_The_Lakes_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89117,-1,-1,6,4,3.3333333333,4,3.6666666667,3.3333333333,0,3.6666666667
usa_nevada_las-vegas_econo_lodge,econo lodge,http://www.tripadvisor.com/ShowUserReviews-g45963-d91803-r43905523-Econo_Lodge-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89104-1312,-1,-1,18,2.6666666667,2.4166666667,3.0833333333,2,2.9166666667,0,2.6166666667
usa_nevada_las-vegas_americas_best_value_inn_las_vegas,americas best value inn las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d97693-r50292929-Americas_Best_Value_Inn_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,80,2.4054054054,2.2432432432,2.5405405405,3.6486486486,2.8108108108,0,2.7297297297
usa_nevada_las-vegas_la_quinta_inn_and_suites_tropicana,la quinta inn and suites tropicana,http://www.tripadvisor.com/ShowUserReviews-g45963-d91708-r42884603-La_Quinta_Inn_and_Suites_Tropicana-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89118,-1,-1,16,3.7272727273,3.1818181818,3.2727272727,3.3636363636,3.3636363636,0,3.3818181818
usa_nevada_las-vegas_fun_city_motel,fun city motel,http://www.tripadvisor.com/ShowUserReviews-g45963-d91822-r20617385-Fun_City_Motel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89104,-1,-1,1,3,3,3,4,5,0,3.6
usa_nevada_las-vegas_holiday_motel,holiday motel,http://www.tripadvisor.com/ShowUserReviews-g45963-d503600-r7702567-Holiday_Motel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89104,-1,-1,4,4,3,4,2,4,0,3.4
usa_nevada_las-vegas_western_hotel_casino,western hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d91684-r42941607-Western_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,19,3,3,3,3,3,0,3
usa_nevada_las-vegas_primm_valley_resort_hotel_las_vegas,primm valley resort hotel las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d1212779-r45680988-Primm_Valley_Resort_Hotel_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,-1,-1,-1,5,4.25,3.5,3.75,3.75,3.5,0,3.75
usa_nevada_las-vegas_las_vegas_mini_castle,las vegas mini castle,http://www.tripadvisor.com/ShowUserReviews-g45963-d672517-r10052230-Las_Vegas_Mini_Castle-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89123,-1,-1,1,5,5,5,5,5,0,5
usa_nevada_las-vegas_greek_isles_hotel_casino,greek isles hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d91799-r50114475-Greek_Isles_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,32,2.9230769231,2.9230769231,2.6923076923,2.9230769231,3.1538461538,0,2.9230769231
usa_nevada_las-vegas_ogden_house_motel,ogden house motel,http://www.tripadvisor.com/ShowUserReviews-g45963-d289138-r10553386-Ogden_House_Motel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,10,3.5,3.5,3.5,3.5,4.5,0,3.7
usa_nevada_las-vegas_koala_motel_apartments,koala motel apartments,http://www.tripadvisor.com/ShowUserReviews-g45963-d91805-r1509846-Koala_Motel_Apartments-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,-1,0,0,0,0,0,0,-1
usa_nevada_las-vegas_whiskey_pete_s_casino_and_hotel,whiskey pete s casino and hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d114880-r50267215-Whiskey_Pete_s_Casino_and_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89019,-1,-1,107,3.0847457627,2.9661016949,2.9830508475,3.0847457627,3.4745762712,0,3.1186440678
usa_nevada_las-vegas_extended_stay_deluxe_las_vegas_east_flamingo,extended stay deluxe las vegas east flamingo,http://www.tripadvisor.com/ShowUserReviews-g45963-d91860-r27476509-Extended_Stay_Deluxe_Las_Vegas_East_Flamingo-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,13,2.875,2.625,3.25,3.25,3.25,0,3.05
usa_nevada_las-vegas_tropicana_inn,tropicana inn,http://www.tripadvisor.com/ShowUserReviews-g45963-d91968-r50238520-Tropicana_Inn-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,70,2.96875,2.71875,3.03125,3.875,2.875,0,3.09375
usa_nevada_las-vegas_bonanza_lodge,bonanza lodge,http://www.tripadvisor.com/ShowUserReviews-g45963-d91733-r855962-Bonanza_Lodge-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,-1,0,0,0,0,0,0,-1
usa_nevada_las-vegas_jet_luxury_resorts_palms_place,jet luxury resorts palms place,http://www.tripadvisor.com/ShowUserReviews-g45963-d1234439-r46259679-Jet_Luxury_Resorts_Palms_Place-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89103,-1,-1,1,3,5,3,2,4,0,3.4
usa_nevada_las-vegas_the_suites_boulder_strip,the suites boulder strip,http://www.tripadvisor.com/ShowUserReviews-g45963-d91745-r42283543-The_Suites_Boulder_Strip-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,2,3,3,3,4,3,0,3.2
usa_nevada_las-vegas_siegel_slots_and_suites,siegel slots and suites,http://www.tripadvisor.com/ShowUserReviews-g45963-d91702-r49983184-Siegel_Slots_and_Suites-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89115,-1,-1,7,3.25,3,3.25,3.25,4.25,0,3.4
usa_nevada_las-vegas_friendship_inn_king_albert,friendship inn king albert,http://www.tripadvisor.com/ShowUserReviews-g45963-d91819-r1510201-Friendship_Inn_King_Albert-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,-1,0,0,0,0,0,0,-1
usa_nevada_las-vegas_stardust_resort_casino,stardust resort casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d1204933-r28196285-Stardust_Resort_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,-1,-1,-1,1,3,3,3,3,3,0,3
usa_nevada_las-vegas_viva_las_vegas_villas,viva las vegas villas,http://www.tripadvisor.com/ShowUserReviews-g45963-d268481-r4123848-Viva_Las_Vegas_Villas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89104,-1,-1,5,0,0,0,0,0,0,-1
usa_nevada_las-vegas_the_stay_in_summerlin,the stay in summerlin,http://www.tripadvisor.com/ShowUserReviews-g45963-d505800-r3460454-The_Stay_in_Summerlin-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89135,-1,-1,-1,0,0,0,0,0,0,-1
usa_nevada_las-vegas_wild_wild_west_gambling_hall_and_hotel,wild wild west gambling hall and hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d91981-r50003800-Wild_Wild_West_Gambling_Hall_and_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89103,-1,-1,90,2.6888888889,2.4,2.2888888889,2.8666666667,2.6222222222,0,2.5733333333
usa_nevada_las-vegas_super_suites,super suites,http://www.tripadvisor.com/ShowUserReviews-g45963-d121317-r1662037-Super_Suites-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89121,-1,-1,-1,0,0,0,0,0,0,-1
usa_nevada_las-vegas_malibu_bay_suites,malibu bay suites,http://www.tripadvisor.com/ShowUserReviews-g45963-d253129-r1443289-Malibu_Bay_Suites-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89123,-1,-1,4,0,0,0,0,0,0,-1
usa_nevada_las-vegas_aztec_inn,aztec inn,http://www.tripadvisor.com/ShowUserReviews-g45963-d91698-r3293990-Aztec_Inn-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89104,-1,-1,6,0,0,0,0,0,0,-1
usa_nevada_las-vegas_bel_aire_west,bel aire west,http://www.tripadvisor.com/ShowUserReviews-g45963-d277718-r1530369-Bel_Aire_West-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89147,-1,-1,5,0,0,0,0,0,0,-1
usa_nevada_las-vegas_quality_inn_key_largo_casino,quality inn key largo casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d570083-r21586643-Quality_Inn_Key_Largo_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,2,3.5,3.5,4,3.5,4,0,3.7
usa_nevada_las-vegas_nevada_hotel_casino,nevada hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d654305-r8592331-Nevada_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,1,1,1,1,1,1,0,1
usa_nevada_las-vegas_town_and_country_manor_iii,town and country manor iii,http://www.tripadvisor.com/ShowUserReviews-g45963-d121302-r38626366-Town_and_Country_Manor_III-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89122,-1,-1,4,3.3333333333,3,3,3.6666666667,3.3333333333,0,3.2666666667
usa_nevada_las-vegas_fiesta_hotel_and_casino,fiesta hotel and casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d121329-r34900247-Fiesta_Hotel_and_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89130,-1,-1,18,2.3636363636,2.1818181818,2.3636363636,1.7272727273,2.6363636364,0,2.2545454545
usa_nevada_las-vegas_best_western_nellis_motor_inn,best western nellis motor inn,http://www.tripadvisor.com/ShowUserReviews-g45963-d76073-r20729046-Best_Western_Nellis_Motor_Inn-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89115,-1,-1,10,2.8571428571,2.5714285714,3,2.5714285714,2.7142857143,0,2.7428571429
usa_nevada_las-vegas_americas_best_value_inn,americas best value inn,http://www.tripadvisor.com/ShowUserReviews-g45963-d97750-r45932544-Americas_Best_Value_Inn-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89115,-1,-1,5,3,2.6,2.8,4.4,3.4,0,3.24
usa_nevada_las-vegas_downtowner_motel,downtowner motel,http://www.tripadvisor.com/ShowUserReviews-g45963-d121309-r18578903-Downtowner_Motel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,10,4,4,4,3,2,0,3.4
usa_nevada_las-vegas_howard_johnson_las_vegas_strip,howard johnson las vegas strip,http://www.tripadvisor.com/ShowUserReviews-g45963-d91962-r50126045-Howard_Johnson_Las_Vegas_Strip-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89104,-1,-1,32,2.5909090909,2.1818181818,2.5909090909,2.4090909091,2.4545454545,0,2.4454545455
usa_nevada_las-vegas_blair_house_suites,blair house suites,http://www.tripadvisor.com/ShowUserReviews-g45963-d91730-r46822565-Blair_House_Suites-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,36,2.6875,2.5,2.875,3.4375,3.0625,0,2.9125
usa_nevada_las-vegas_super_8_las_vegas_nellis_afb,super 8 las vegas nellis afb,http://www.tripadvisor.com/ShowUserReviews-g45963-d91946-r17091906-Super_8_Las_Vegas_Nellis_AFB-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89115,-1,-1,8,4,2.75,3.25,2.75,3,0,3.15
usa_nevada_las-vegas_las_vegas_south_strip_travelodge,las vegas south strip travelodge,http://www.tripadvisor.com/ShowUserReviews-g45963-d91965-r48973246-Las_Vegas_South_Strip_Travelodge-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,44,3.1764705882,2.5882352941,3.3529411765,4.2352941176,3.0588235294,0,3.2823529412
usa_nevada_las-vegas_aruba_hotel,aruba hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d91950-r48837145-Aruba_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89104,-1,-1,34,2.5384615385,2.5384615385,3.1538461538,2.3846153846,3,0,2.7230769231
usa_nevada_las-vegas_atrium_suites_hotel_las_vegas,atrium suites hotel las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d91915-r18628809-Atrium_Suites_Hotel_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,38,3.5,2.875,3.625,3,3,0,3.2
usa_nevada_las-vegas_budget_suites_of_america_stardust_road,budget suites of america stardust road,http://www.tripadvisor.com/ShowUserReviews-g45963-d91754-r4389834-Budget_Suites_of_America_Stardust_Road-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,4,0,0,0,0,0,0,-1
usa_nevada_las-vegas_budget_suites_of_america_wynn,budget suites of america wynn,http://www.tripadvisor.com/ShowUserReviews-g45963-d91761-r29044439-Budget_Suites_of_America_Wynn-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89103,-1,-1,9,2.3333333333,2.3333333333,2.6666666667,2.6666666667,2.3333333333,0,2.4666666667
usa_nevada_las-vegas_golden_palm_hotel,golden palm hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d654272-r30358512-Golden_Palm_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89103,-1,-1,5,1.5,1,2,2,2,0,1.7
usa_nevada_las-vegas_the_new_frontier_hotel_and_casino,the new frontier hotel and casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d1161677-r36225629-The_New_Frontier_Hotel_And_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,2,1.5,1,1,2,1,0,1.3
usa_nevada_las-vegas_fairfield_inn_suites_las_vegas_south,fairfield inn suites las vegas south,http://www.tripadvisor.com/ShowUserReviews-g45963-d294797-r47728811-Fairfield_Inn_Suites_Las_Vegas_South-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89118,-1,-1,12,4.8,3.6,4.4,3.6,3.4,0,3.96
usa_nevada_las-vegas_a_fishers_inn,a fishers inn,http://www.tripadvisor.com/ShowUserReviews-g45963-d91686-r12271535-A_Fishers_Inn-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89121,-1,-1,2,0,0,0,0,0,0,-1
usa_nevada_las-vegas_budget_suites_of_america_tropicana_i_15,budget suites of america tropicana i 15,http://www.tripadvisor.com/ShowUserReviews-g45963-d91757-r15459879-Budget_Suites_of_America_Tropicana_I_15-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89103,-1,-1,4,0,0,0,0,0,0,-1
usa_nevada_las-vegas_happi_inn,happi inn,http://www.tripadvisor.com/ShowUserReviews-g45963-d1025270-r14567708-Happi_Inn-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,-1,0,0,0,0,0,0,-1
usa_nevada_las-vegas_santa_fe_station_hotel,santa fe station hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d91930-r39869930-Santa_Fe_Station_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89130,-1,-1,22,2.7272727273,2.1818181818,2.2727272727,2.2727272727,2.4545454545,0,2.3818181818
usa_nevada_las-vegas_oasis_motel,oasis motel,http://www.tripadvisor.com/ShowUserReviews-g45963-d289159-r39176931-Oasis_Motel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89104,-1,-1,1,1,1,1,2,1,0,1.2
usa_nevada_las-vegas_super_8_las_vegas_boulder_highway,super 8 las vegas boulder highway,http://www.tripadvisor.com/ShowUserReviews-g45963-d91947-r34238284-Super_8_Las_Vegas_Boulder_Highway-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89122,-1,-1,11,2.3333333333,2.5,3.3333333333,3,2.6666666667,0,2.7666666667
usa_nevada_las-vegas_super_8_motel_las_vegas_downtown,super 8 motel las vegas downtown,http://www.tripadvisor.com/ShowUserReviews-g45963-d91772-r20852089-Super_8_Motel_Las_Vegas_Downtown-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,10,2.5,2.75,2.5,3.25,2.5,0,2.7
usa_nevada_las-vegas_extended_stayamerica_las_vegas_valley_view,extended stayamerica las vegas valley view,http://www.tripadvisor.com/ShowUserReviews-g45963-d91813-r22775730-Extended_StayAmerica_Las_Vegas_Valley_View-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89103,-1,-1,15,2.8571428571,2.2857142857,3,3.2857142857,2.2857142857,0,2.7428571429
usa_nevada_las-vegas_the_resort_on_mount_charleston,the resort on mount charleston,http://www.tripadvisor.com/ShowUserReviews-g45963-d557993-r49438286-The_Resort_on_Mount_Charleston-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89124,-1,-1,46,2.2307692308,2.1538461538,2.5384615385,3.6923076923,2.7692307692,0,2.6769230769
usa_nevada_las-vegas_knights_inn_las_vegas,knights inn las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d601417-r32196918-Knights_Inn_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,31,2,1.6315789474,1.5789473684,2.3684210526,1.6842105263,0,1.8526315789
usa_nevada_las-vegas_budget_suites_of_america_las_vegas,budget suites of america las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d678320-r21655035-Budget_Suites_of_America_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89123-1607,-1,-1,2,2,2,1,3,2,0,2
usa_nevada_las-vegas_budget_suites_of_america_north_rancho_drive,budget suites of america north rancho drive,http://www.tripadvisor.com/ShowUserReviews-g45963-d91750-r19962943-Budget_Suites_of_America_North_Rancho_Drive-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89130,-1,-1,2,1.5,1,1,2,1,0,1.3
usa_nevada_las-vegas_emerald_suites_tropicana,emerald suites tropicana,http://www.tripadvisor.com/ShowUserReviews-g45963-d275326-r46595501-Emerald_Suites_Tropicana-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89118,-1,-1,41,2.9285714286,2.8571428571,2.7142857143,2.6428571429,2.9285714286,0,2.8142857143
usa_nevada_las-vegas_circus_circus_manor_motor_lodge,circus circus manor motor lodge,http://www.tripadvisor.com/ShowUserReviews-g45963-d310164-r46279561-Circus_Circus_Manor_Motor_Lodge-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,48,2.8076923077,2.2692307692,2.4230769231,2.4230769231,2.6538461538,0,2.5153846154
usa_nevada_las-vegas_aae_todds_hotel,aae todds hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d1186259-r39429366-AAE_Todds_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89104,-1,-1,1,1,1,1,2,2,0,1.4
usa_nevada_las-vegas_branding_iron_motel,branding iron motel,http://www.tripadvisor.com/ShowUserReviews-g45963-d91741-r30313079-Branding_Iron_Motel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89030,-1,-1,1,1,1,1,2,1,0,1.2
usa_nevada_las-vegas_sahara_westwood_hotel,sahara westwood hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d258899-r46313648-Sahara_Westwood_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,18,2.3076923077,2.2307692308,2.3076923077,2.2307692308,2.3076923077,0,2.2769230769
usa_nevada_las-vegas_manor_suites,manor suites,http://www.tripadvisor.com/ShowUserReviews-g45963-d590247-r33850316-Manor_Suites-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,9,2.3333333333,1.6666666667,2.3333333333,3.6666666667,1.3333333333,0,2.2666666667
usa_nevada_las-vegas_clarion_emerald_springs,clarion emerald springs,http://www.tripadvisor.com/ShowUserReviews-g45963-d186054-r46154448-Clarion_Emerald_Springs-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,41,1.7,1.9,1.9,2.3,1.85,0,1.93
usa_nevada_las-vegas_motel_6_las_vegas_boulder_highway,motel 6 las vegas boulder highway,http://www.tripadvisor.com/ShowUserReviews-g45963-d91896-r21557462-Motel_6_Las_Vegas_Boulder_Highway-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89121,-1,-1,6,1,1,1.6666666667,2.6666666667,1,0,1.4666666667
usa_nevada_las-vegas_motel_6,motel 6,http://www.tripadvisor.com/ShowUserReviews-g45963-d91794-r44041554-Motel_6-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,23,1.3636363636,1.2727272727,1.1818181818,2.5454545455,1.4545454545,0,1.5636363636
usa_nevada_las-vegas_americana_5,americana 5,http://www.tripadvisor.com/ShowUserReviews-g45963-d552905-r49783825-Americana_5-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89118,-1,-1,7,2.1428571429,1.7142857143,2.8571428571,2.1428571429,1.7142857143,0,2.1142857143
usa_nevada_las-vegas_extended_stayamerica_las_vegas_boulder_hwy,extended stayamerica las vegas boulder hwy,http://www.tripadvisor.com/ShowUserReviews-g45963-d97850-r37543811-Extended_StayAmerica_Las_Vegas_Boulder_Hwy-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89121,-1,-1,10,2.8,3,3,3.2,3,0,3
usa_nevada_las-vegas_motel_6_las_vegas_i_15,motel 6 las vegas i 15,http://www.tripadvisor.com/ShowUserReviews-g45963-d91895-r34405769-Motel_6_Las_Vegas_I_15-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89118,-1,-1,6,1.5,1.5,2,2,2,0,1.8
usa_nevada_las-vegas_the_suites,the suites,http://www.tripadvisor.com/ShowUserReviews-g45963-d91747-r39167354-The_Suites-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89122,-1,-1,20,2,2.25,1.25,2.75,1.75,0,2
usa_nevada_las-vegas_sportsman_s_royal_manor,sportsman s royal manor,http://www.tripadvisor.com/ShowUserReviews-g45963-d91937-r39144273-Sportsman_s_Royal_Manor-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89112,-1,-1,7,1.5,1.5,1,2.5,1,0,1.5
usa_nevada_las-vegas_knights_inn,knights inn,http://www.tripadvisor.com/ShowUserReviews-g45963-d91862-r16037740-Knights_Inn-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,67,1.9411764706,1.8823529412,1.6470588235,2.7058823529,1.7647058824,0,1.9882352941
usa_nevada_las-vegas_artisan_hotel,artisan hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d265890-r50512711-Artisan_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89102,-1,-1,147,2.8604651163,2.5348837209,2.4186046512,2.2093023256,2.3023255814,0,2.4651162791
